mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom,bbbp
gdb_14914,C#CC1CCOCO1,4.87208,1.46138,1.19414,1.8102,66.74,-0.2597,0.0322,0.2919,980.7204,0.130953,-383.701841,-383.69462,-383.693676,-383.733214,27.573,-1562.4139513031,-1572.103317772,-1580.993865284,-1455.087949488,0.09457727
gdb_28521,c1cc(nc(c1N)O)O,3.17431,1.40293,0.97403,1.5545,73.63,-0.1863,-0.0063,0.1799,1128.5115,0.114808,-454.024527,-454.016818,-454.015874,-454.056288,30.517,-1563.845926841,-1572.339888665,-1580.636812663,-1460.391028047,0.7841261
gdb_482,OC12CC1CC2,6.06624,3.74807,2.96204,1.1413,53.1,-0.2475,0.0834,0.3309,499.7541,0.120085,-270.397623,-270.392001,-270.391057,-270.426196,21.746,-1315.886373,-1324.801393363,-1332.507203883,-1225.313606467,0.113245904
gdb_12292,C1C=CCC(=O)C1=O,2.98015,2.28106,1.37925,4.238,63.25,-0.2389,-0.0786,0.1602,855.2242,0.106724,-382.575578,-382.568452,-382.567508,-382.607913,25.742,-1483.5254023501,-1491.497276686,-1499.201832188,-1390.174025965,0.9923443
gdb_3980,CC(=NO)C#CC#N,7.88278,0.79688,0.72697,5.2265,78.7,-0.262,-0.081,0.181,1416.177,0.081977,-377.470281,-377.461923,-377.460979,-377.503856,28.312,-1256.918097252,-1262.339147503,-1268.857710995,-1177.355603633,0.5906296
gdb_290,CN(C)C(=O)N,5.07057,3.5194,2.14443,3.6689,50.94,-0.2306,0.0604,0.2909,591.7927,0.119711,-303.785832,-303.778493,-303.777549,-303.816841,25.1,-1261.940051779,-1269.776384171,-1277.482194691,-1172.279683332,0.9751149
gdb_4577,Cc1cnc(cn1)N,5.7987,1.55213,1.23485,1.5735,73.14,-0.216,-0.0337,0.1823,952.6011,0.120788,-358.906952,-358.899695,-358.898751,-358.938449,27.2,-1518.319521382,-1527.097117274,-1535.394668781,-1417.344538156,0.20687339
gdb_17572,CC12CC(O1)C1NC21,3.52445,2.42197,1.95146,3.0293,67.11,-0.2272,0.0772,0.3044,755.7309,0.14345,-363.797969,-363.791614,-363.79067,-363.827947,26.342,-1610.4641979601,-1621.585539967,-1631.069083484,-1495.525256957,0.9633884
gdb_26320,CC(C)c1cc(oc1)N,3.9332,0.9688,0.8264,1.582,82.84,-0.1815,0.0434,0.2249,1435.6122,0.170717,-403.184892,-403.175396,-403.174452,-403.219249,35.687,-1949.0711919051,-1960.887813884,-1972.149717907,-1814.382032636,0.98793566
gdb_14365,C1C2CC11OCCC21,4.06107,2.15829,1.87626,1.4295,71.32,-0.2412,0.0872,0.3284,780.3739,0.156676,-347.732949,-347.726869,-347.725925,-347.763051,25.324,-1718.2677341241,-1730.4508213591,-1740.527360881,-1597.0292302701,0.99059373
gdb_24624,c1c2n(cn1)C3(C2)CC3,4.17173,1.37258,1.13482,4.2224,79.82,-0.2148,0.04,0.2548,1070.4043,0.138425,-380.853888,-380.846842,-380.845897,-380.885489,27.737,-1729.777504202,-1740.4658649991,-1749.948153498,-1613.3632895401,0.9797489
gdb_25107,N=C1OC=CC(=O)C=C1,3.53518,1.32605,0.96433,2.3282,76.86,-0.26,-0.0867,0.1733,1124.5913,0.102373,-436.714806,-436.707489,-436.706545,-436.747313,27.168,-1518.4400031101,-1526.2920232271,-1533.99595122,-1422.4468138351,0.23897637
gdb_6818,CC1(O)CCC1C#C,2.96162,1.71736,1.43012,1.6927,73.9,-0.2505,0.0488,0.2993,956.1897,0.151352,-347.765928,-347.757237,-347.756293,-347.798498,33.127,-1738.962353435,-1749.507014671,-1759.583554193,-1619.272541793,0.7194118
gdb_20938,CCNc1conn1,7.50616,1.09331,0.96887,4.5497,64.28,-0.2192,-0.0303,0.1889,1162.166,0.118937,-395.951483,-395.943893,-395.942949,-395.984033,27.039,-1409.587271898,-1418.155279784,-1426.452831291,-1309.017031977,0.8134904
gdb_14515,CCC1(O)C2CC1C2,3.60036,1.77464,1.4956,1.3499,74.93,-0.2549,0.0736,0.3285,938.7067,0.177371,-348.953662,-348.94584,-348.944896,-348.985453,31.098,-1856.424508127,-1869.291580172,-1880.554111704,-1722.874905202,0.9649596
gdb_21306,COCc1ccno1,7.47326,1.12146,0.98726,3.1795,64.03,-0.2523,-0.0078,0.2445,1141.2734,0.118523,-399.778965,-399.771278,-399.770334,-399.812418,26.275,-1462.2057840751,-1470.713551097,-1479.011102604,-1362.5623749471,0.77666837
gdb_15100,N#CC#CCC1CN1,8.54957,0.75749,0.71691,5.5442,75.94,-0.2649,-0.0427,0.2222,1480.4049,0.107646,-341.541637,-341.533824,-341.53288,-341.574756,27.286,-1438.027862305,-1445.568637958,-1453.27319346,-1345.064286482,0.9877921
gdb_11469,CCC1CCC(O)C1,3.9018,1.22703,1.12138,1.314,77.8,-0.2591,0.0746,0.3338,1181.5371,0.201302,-350.226564,-350.217802,-350.216858,-350.260391,33.264,-2027.330349331,-2041.3846684041,-2053.833191946,-1881.6873929581,0.8613969
gdb_5579,CNc1c([nH]cn1)N,3.32208,1.94774,1.29037,2.3589,67.45,-0.1794,0.0425,0.2219,930.8444,0.133162,-376.123895,-376.115898,-376.114954,-376.156456,29.193,-1505.506415111,-1514.707579578,-1523.59812709,-1398.205513656,0.47559127
gdb_23096,C1CC(=NO)C(=C1)C#N,2.35303,1.62491,0.97263,4.5695,79.39,-0.2392,-0.0631,0.176,1142.8162,0.112958,-416.799583,-416.791343,-416.790399,-416.833239,29.85,-1559.367395108,-1567.528777162,-1575.8257011599,-1457.357649541,0.27546883
gdb_16918,N=C1OC2OC1C=C2,4.04672,2.33272,2.12441,2.5532,57.95,-0.2653,-0.0279,0.2374,675.4613,0.097876,-398.59207,-398.586623,-398.585679,-398.621468,22.048,-1345.270109434,-1353.406391128,-1360.517950625,-1256.453113083,0.7918758
gdb_18683,O=C1COCC2CN12,3.20424,2.4848,1.60495,3.6458,61.57,-0.2402,-0.0105,0.2297,783.8221,0.120558,-399.790041,-399.783525,-399.782581,-399.820856,24.703,-1469.156073759,-1478.39865382,-1486.696205327,-1367.857295889,0.9801585
gdb_14263,C1C2OC1C=CC=C2,3.253,2.7059,1.88154,1.625,70.52,-0.2209,-0.0468,0.1742,743.1907,0.13355,-346.587754,-346.581809,-346.580865,-346.617413,24.475,-1627.4991847831,-1637.989880245,-1646.880427757,-1519.353656214,0.025562866
gdb_6321,CC(OC(N)=O)C=O,4.51629,1.11924,1.04334,3.441,58.99,-0.2602,-0.0315,0.2288,1126.069,0.116048,-436.992704,-436.983632,-436.982688,-437.027511,30.857,-1459.653077463,-1467.291117011,-1475.588668518,-1360.6032918491,0.61697555
gdb_19999,N#CC1OC1C1CN1,3.73419,1.71761,1.35394,4.4324,62.13,-0.2585,-0.0118,0.2467,889.7358,0.107548,-378.672604,-378.665381,-378.664436,-378.704563,25.853,-1383.534980745,-1391.445359199,-1399.149287192,-1289.58747081,0.98961836
gdb_820,CC(=NO)C1CN1,4.99843,1.86787,1.51199,1.6908,60.85,-0.2316,0.0017,0.2333,816.0754,0.124288,-341.769746,-341.76207,-341.761126,-341.802021,27.007,-1347.997891057,-1356.511933169,-1364.810112185,-1250.004830599,0.6811864
gdb_25738,c1nc(c(o1)C(=O)N)N,2.82412,1.59299,1.0194,2.3593,68.15,-0.211,-0.0265,0.1845,1071.9398,0.102556,-470.079226,-470.071125,-470.070181,-470.11184,29.993,-1449.565870288,-1456.924668331,-1464.628596324,-1353.023610638,0.4104706
gdb_18690,O=C1NCCN2CC12,3.17321,2.37484,1.50331,3.35,64.93,-0.2322,0.017,0.2492,826.3023,0.133505,-379.928775,-379.922064,-379.92112,-379.959818,25.795,-1543.94196887,-1553.95073742,-1562.841284932,-1436.048698919,0.27796915
gdb_1630,CC(=O)C(O)C=O,3.97664,2.10656,1.612,4.2076,52.33,-0.2586,-0.0534,0.2051,762.5851,0.097911,-381.61055,-381.602683,-381.601739,-381.643512,26.399,-1272.642845283,-1279.259927688,-1286.372114694,-1188.556011774,0.87964886
gdb_22942,ON=C1COC2CC12O,2.63811,1.51994,1.09181,1.6541,68.61,-0.2344,-0.004,0.2304,1082.6821,0.122554,-474.954285,-474.945799,-474.944854,-474.987488,31.639,-1531.6967582441,-1540.591698319,-1549.4809908131,-1422.513329789,0.5276518
gdb_2740,O=C1NCC1C#C,4.64919,2.28181,1.66983,3.6291,57.44,-0.247,0.0227,0.2697,713.3676,0.089611,-323.359336,-323.352647,-323.351703,-323.390098,23.899,-1239.751333539,-1246.219696311,-1252.738887312,-1161.173401541,0.98911625
gdb_24047,c1coc(=NCC#N)[nH]1,4.02299,1.06955,0.947,6.0288,69.55,-0.2119,0.0127,0.2246,1201.4223,0.101657,-432.890527,-432.88248,-432.881536,-432.924292,28.589,-1467.83140226,-1475.224713298,-1482.928641291,-1372.267429141,0.76836663
gdb_8855,CC(CO)C(=O)C#C,3.94984,1.22159,1.02957,1.4766,67.85,-0.2627,-0.0582,0.2045,1127.8875,0.126961,-383.71415,-383.704768,-383.703824,-383.748578,32.656,-1570.1379595841,-1578.471279104,-1587.361826616,-1464.728997764,0.9798003
gdb_2604,C1CC1(CO)C=O,3.50837,2.55708,1.76821,3.1603,58.28,-0.2577,-0.029,0.2286,733.868,0.124281,-345.651111,-345.643927,-345.642983,-345.682205,26.217,-1434.4284706811,-1443.2518747301,-1451.550053746,-1336.05451226,0.9979539
gdb_28482,Cc1c(ccc(n1)O)N,3.03585,1.38969,0.96004,2.4901,80.9,-0.1923,-0.0111,0.1813,1185.0233,0.137523,-418.085974,-418.077723,-418.076778,-418.118333,32.184,-1738.7377052131,-1748.669290156,-1758.151578655,-1622.543118701,0.97631437
gdb_7599,CC(O)C1(O)CC1O,2.76865,1.639,1.47129,3.398,64.07,-0.247,0.0596,0.3066,964.4074,0.150942,-422.05012,-422.041019,-422.040075,-422.083163,34.334,-1643.9436856371,-1654.229813165,-1664.306352687,-1524.0386384081,0.5064219
gdb_22089,CC(=NO)CC(=O)C#N,4.25909,0.7775,0.73239,3.2992,71.12,-0.2626,-0.0914,0.1712,1498.9778,0.108848,-453.924711,-453.914842,-453.913898,-453.961131,33.372,-1501.2104884971,-1508.349030881,-1516.6459548791,-1400.6791541341,0.28486088
gdb_4620,c1c(=O)occ(n1)O,5.85296,1.63904,1.28046,3.0254,57.79,-0.2329,-0.0904,0.1425,842.8488,0.072562,-434.576241,-434.570012,-434.569068,-434.606666,23.296,-1199.004036624,-1204.871873283,-1210.79744077,-1123.946430116,0.83954084
gdb_130,CCOC=O,18.87188,2.54729,2.47133,4.0425,40.48,-0.2778,0.0091,0.2868,510.9124,0.089832,-268.307873,-268.301991,-268.301047,-268.337439,18.727,-1027.082258349,-1033.167213122,-1039.094663136,-959.374664758,0.33991948
gdb_28011,Cc1cn(cn1)C2CC2,4.81619,0.99921,0.87277,3.6358,82.61,-0.2115,0.0331,0.2446,1362.6969,0.160701,-382.098844,-382.090403,-382.089459,-382.132545,31.44,-1883.146978892,-1894.737070122,-1905.40597814,-1754.679571358,0.7229882
gdb_21943,c1cnoc1CCO,6.88404,1.07093,0.98112,2.5196,63.49,-0.2547,-0.0098,0.2449,1144.4836,0.119246,-399.790492,-399.782884,-399.78194,-399.823451,26.681,-1469.439080318,-1477.9964205511,-1486.293972058,-1369.4856817441,0.59333676
gdb_27962,c1cnc(nc1N)C=O,3.74683,1.22594,0.92398,6.4282,74.29,-0.2495,-0.0694,0.1801,1172.3998,0.102599,-432.937431,-432.929827,-432.928882,-432.969706,28.118,-1497.264084396,-1504.935381921,-1512.638682405,-1400.765122867,0.04852641
gdb_10012,CN=C(C#N)OC=O,3.53701,1.35009,0.99018,3.645,60.95,-0.2975,-0.0821,0.2154,1085.374,0.081358,-414.681414,-414.673109,-414.672164,-414.714991,27.143,-1252.7301021861,-1258.183782905,-1264.701718888,-1172.912839913,0.9746061
gdb_19507,O=CN1C2CC=CC12,3.66206,1.96214,1.80053,3.6278,66.19,-0.248,-0.0086,0.2394,785.9064,0.119995,-362.662046,-362.655487,-362.654543,-362.69287,24.811,-1525.513912067,-1534.73013675,-1543.027688257,-1424.47680545,0.2732759
gdb_22900,CC1OCC(=O)C1=NO,2.35235,1.56022,1.04015,1.9873,70.17,-0.2389,-0.0789,0.16,1128.9624,0.122599,-474.991084,-474.982442,-474.981498,-475.024775,31.397,-1554.7884619351,-1563.585510606,-1572.475430609,-1445.911257872,0.86977196
gdb_27948,Cc1cc(ncn1)C=O,3.16159,1.28539,0.91903,1.797,76.15,-0.2606,-0.0893,0.1713,1203.6532,0.113276,-416.880391,-416.872452,-416.871507,-416.913817,28.103,-1610.07514238,-1618.4254046431,-1626.7217011321,-1507.9210697431,0.36587092
gdb_22188,CC#CC(=NO)CC#N,1.93153,1.16006,0.73129,2.9432,81.25,-0.2433,-0.0426,0.2007,1479.3689,0.109396,-416.757241,-416.747148,-416.746204,-416.794785,33.805,-1532.7974090301,-1539.796016907,-1548.092940905,-1433.2274184551,0.92497146
gdb_15269,CN1C(CO)C1CO,3.64402,1.22402,1.10331,1.0841,68.1,-0.227,0.0636,0.2905,1131.3485,0.163853,-402.14335,-402.133845,-402.132901,-402.177729,33.726,-1690.175411212,-1701.096577848,-1711.766113375,-1564.371151874,0.84167975
gdb_25469,c1cncn(c1=O)C=O,2.78628,1.68088,1.04841,1.7181,67.98,-0.2666,-0.0906,0.1759,1031.519,0.091083,-452.825829,-452.818813,-452.817869,-452.857616,25.663,-1439.503763473,-1446.655483546,-1453.766415534,-1349.436141685,0.14426771
gdb_19698,OCC1C2C3CC1N23,4.711,1.56911,1.46236,2.8887,66.71,-0.2404,0.0696,0.31,897.9807,0.143769,-363.790703,-363.783792,-363.782848,-363.82204,26.48,-1605.9047175661,-1616.6771645691,-1626.160708086,-1491.8185612941,0.94497657
gdb_22603,CC12OC1C(=NO)C2O,3.12418,1.22884,1.05346,1.9396,70.05,-0.2458,-0.0113,0.2345,1157.1853,0.121665,-474.932857,-474.924106,-474.923162,-474.966177,32.57,-1518.2504953921,-1526.9791455821,-1535.869065585,-1409.1404854901,0.29386285
gdb_13137,CCCC1COC1C,3.8129,1.08063,0.92578,1.8142,78.34,-0.2391,0.0834,0.3224,1343.3939,0.19946,-350.197599,-350.188188,-350.187244,-350.232365,33.867,-2009.1545511461,-2022.8016168781,-2035.25014042,-1864.1008257241,0.9752026
gdb_7722,N=C1NCCC(=O)N1,3.50257,1.94714,1.29308,2.1111,64.77,-0.2353,-0.0049,0.2304,895.4193,0.122405,-396.042688,-396.035789,-396.034845,-396.073902,26.285,-1466.819230243,-1475.8208468481,-1484.118398355,-1365.410638298,0.08393505
gdb_10227,CCCC(CO)CO,2.27516,1.15617,0.81931,2.0082,74.97,-0.2533,0.0722,0.3254,1447.8911,0.198345,-387.33615,-387.325576,-387.324632,-387.372143,37.225,-1959.420697842,-1972.3373430981,-1984.78586664,-1814.8809022911,0.9834833
gdb_16554,C1C2OCOC1C=C2,3.08704,2.78541,2.30794,1.772,63.1,-0.2547,-0.0101,0.2446,688.5307,0.134184,-383.733368,-383.727718,-383.726774,-383.762723,23.678,-1582.197427546,-1592.872610654,-1601.763158166,-1473.605112569,0.31138113
gdb_19726,C1OC2CC1C1OC21,3.95823,2.36768,2.18996,1.1993,61.73,-0.246,0.0862,0.3322,691.9173,0.13383,-383.71879,-383.713344,-383.7124,-383.748006,23.044,-1573.0496013441,-1583.8527962881,-1592.7433438,-1464.370062616,0.9085063
gdb_21796,c1c(con1)CC=O,6.24007,1.1543,1.04626,2.6525,60.15,-0.2585,-0.0421,0.2164,1050.7216,0.095125,-398.597433,-398.590387,-398.589443,-398.63038,24.167,-1348.6354402011,-1355.7683350041,-1362.879894501,-1262.045473291,0.59233606
gdb_6262,CC(C)OC(=O)C#C,4.19839,1.19005,1.05191,1.9358,69.29,-0.2763,-0.0389,0.2374,1152.0054,0.127137,-383.743541,-383.734493,-383.733548,-383.777471,31.94,-1588.5810766031,-1597.123984129,-1606.013904132,-1482.859615301,0.012685782
gdb_23165,CCC1C(C)CC1=NO,1.86512,1.35728,0.84994,0.9001,86.7,-0.2395,0.0091,0.2487,1424.1912,0.192154,-404.307855,-404.297585,-404.29664,-404.343616,37.841,-2025.8889611581,-2038.9969966591,-2051.444265183,-1878.7098627531,0.8767918
gdb_28322,Cc1cc2n(c1)CCN2,4.67629,1.19622,0.97595,2.5029,84.66,-0.1659,0.0622,0.2281,1227.847,0.162456,-382.107708,-382.099724,-382.09878,-382.140108,30.831,-1888.709218668,-1900.586081511,-1911.254989529,-1759.425421925,0.94793373
gdb_5956,CCC(C)(O)CC=O,4.26727,1.06115,1.05789,3.2112,71.71,-0.2415,-0.0197,0.2217,1216.0471,0.173064,-386.157611,-386.147614,-386.14667,-386.192374,35.943,-1847.728488405,-1859.230100866,-1870.492632398,-1715.787818556,0.843044
gdb_17475,CC12CC3C(C=C1)C23,3.47658,2.46424,1.94981,0.3969,75.22,-0.2179,0.021,0.2389,770.7243,0.155369,-310.644941,-310.638531,-310.637587,-310.674817,27.07,-1799.717774815,-1811.6944115891,-1821.770951111,-1678.5934775991,0.6310061
gdb_20695,Cc1cnoc(=O)n1,3.90575,2.00714,1.33677,5.7594,59.27,-0.2743,-0.1042,0.1701,846.2787,0.082949,-414.661762,-414.654902,-414.653958,-414.693429,24.219,-1240.398295318,-1246.758726542,-1253.277290034,-1159.382490855,0.048824795
gdb_11742,OCC12CN1C(=O)C2,5.21663,1.36358,1.23481,3.5881,61.63,-0.2521,-0.0145,0.2375,962.4948,0.118244,-399.771436,-399.763968,-399.763024,-399.803484,27.504,-1457.481268814,-1466.126460307,-1474.424011814,-1356.9562095411,0.65762675
gdb_1509,COCC(=O)C=O,5.32554,1.53289,1.20827,1.7598,52.47,-0.2548,-0.0984,0.1563,927.7355,0.098097,-381.58674,-381.578791,-381.577847,-381.619738,25.694,-1257.7018559931,-1264.2674826601,-1271.379669666,-1173.637612808,0.87337357
gdb_25800,CC(=O)c1cnc(o1)N,3.9891,1.12895,0.88524,4.8777,73.83,-0.2234,-0.0439,0.1794,1240.7841,0.112576,-454.0086,-454.000166,-453.999222,-454.042018,30.486,-1553.8515909981,-1561.8906087971,-1570.187532795,-1451.4364746171,0.71767163
gdb_3009,CC(CO)C1CC1,4.79857,1.58763,1.30339,1.3695,67.46,-0.2621,0.0794,0.3416,958.9579,0.170683,-310.904304,-310.895919,-310.894975,-310.93685,30.547,-1729.299969853,-1740.924574078,-1751.594737114,-1605.351254628,0.9986326
gdb_17958,C1COC=NCC=C1,2.72909,2.54335,1.47242,2.2119,69.98,-0.2397,-0.0067,0.233,858.4269,0.144153,-363.853658,-363.8466,-363.845656,-363.884718,27.121,-1645.409546661,-1656.0897498411,-1665.573293358,-1531.1495703961,0.6237217
gdb_7777,CC1CCC=C(C)C1,3.07001,1.63904,1.1317,0.1754,84.68,-0.2251,0.0365,0.2616,1130.8333,0.201302,-313.106659,-313.098169,-313.097225,-313.139066,33.003,-2088.764735449,-2102.990364479,-2115.438888021,-1942.4867399681,0.58363825
gdb_23496,ON=C1C2CC3C2CC13,3.27017,1.50741,1.29401,1.2305,79.3,-0.2356,0.0213,0.2569,1016.1908,0.149768,-401.870638,-401.863711,-401.862767,-401.90179,28.663,-1752.216598533,-1763.8681856451,-1773.944097658,-1628.887234691,0.4554168
gdb_16730,N#CC1CC2CC2O1,3.83696,1.7671,1.73578,4.1609,63.63,-0.2579,0.0167,0.2746,812.5185,0.120475,-362.658592,-362.651978,-362.651034,-362.689431,25.252,-1523.346495981,-1532.528207669,-1540.825759176,-1422.318801999,0.29292738
gdb_27564,Cc1cc(ccn1)C#N,3.54289,1.1917,0.89668,2.6089,82.44,-0.2732,-0.0714,0.2018,1229.0881,0.114421,-379.754415,-379.746618,-379.745674,-379.787442,28.316,-1667.6999213591,-1676.1399174091,-1684.436841407,-1565.5514963031,0.85376567
gdb_26041,NC(C#C)C1=NC=CN1,3.18355,1.19573,1.02436,3.1051,76.59,-0.2248,0.0184,0.2432,1182.5171,0.125694,-396.919776,-396.911281,-396.910337,-396.953764,31.462,-1622.51864585,-1631.408565853,-1640.298485856,-1513.979669138,0.08577049
gdb_14227,CC1C2C3C1CC23C,4.59359,1.68175,1.48387,0.2662,78.94,-0.2381,0.0977,0.3357,943.4843,0.177533,-311.829377,-311.821918,-311.820973,-311.860398,30.025,-1915.1104048251,-1928.205890146,-1939.467794169,-1781.333643642,0.857575
gdb_518,CCC#CCO,12.55557,1.27566,1.25351,1.263,58.63,-0.2418,0.0372,0.279,959.5388,0.117895,-270.39928,-270.39147,-270.390525,-270.432574,25.564,-1316.926155413,-1324.4681860841,-1332.173369095,-1229.315858869,0.20523818
gdb_21474,N=COC1=NOC=C1,8.09442,1.24383,1.08022,2.0192,59.39,-0.2663,-0.0257,0.2407,1001.563,0.084348,-414.641774,-414.635074,-414.63413,-414.67379,23.316,-1227.855645426,-1234.31647809,-1240.835041582,-1147.058841604,0.052331794
gdb_171,c1conn1,10.42602,9.84405,5.06334,3.4411,32.49,-0.2862,-0.044,0.2422,256.5774,0.045382,-262.035127,-262.031571,-262.030627,-262.061292,11.821,-695.741818624,-699.731520846,-703.28698684,-652.281800302,0.78878266
gdb_12441,C1C=CCNC(=O)N1,3.55748,1.96817,1.36953,3.9652,65.95,-0.2336,-0.0023,0.2313,882.8409,0.133325,-379.955463,-379.94808,-379.947136,-379.987245,27.556,-1560.688929062,-1570.276011564,-1579.166559076,-1453.259388262,0.9760769
gdb_14706,CCCN=CNC=O,5.04066,0.80375,0.7022,1.8162,75.8,-0.2489,-0.0169,0.232,1583.0388,0.153063,-381.155422,-381.146241,-381.145297,-381.190007,31.726,-1685.822381279,-1696.058308087,-1706.1348476091,-1566.780786434,0.9114639
gdb_8015,CC12CCC1C(=O)C2,3.25513,1.93064,1.50843,3.0194,71.74,-0.2352,-0.0176,0.2176,897.6367,0.153193,-347.805109,-347.797511,-347.796567,-347.837108,29.184,-1763.5487835641,-1774.7793121371,-1784.855851659,-1643.5006642831,0.28148434
gdb_22971,[O-]N=C(C#N)C1CC[NH2+]1,2.99244,0.83363,0.67187,6.6366,80.76,-0.2335,-0.1059,0.1276,1603.7892,0.122088,-434.005677,-433.995946,-433.995001,-434.041491,33.363,-1539.746443696,-1547.860135066,-1556.74942756,-1432.097274746,0.9725548
gdb_19544,N#CC12C3CC1OC23,4.72152,1.75113,1.64589,3.5734,63.25,-0.261,0.0017,0.2628,786.1302,0.096856,-361.404702,-361.398794,-361.39785,-361.434777,22.84,-1364.370855885,-1372.2184834391,-1379.330042936,-1276.234706799,0.990293
gdb_15070,CCC(C=O)C1CO1,3.04264,1.51606,1.13713,2.6258,67.95,-0.2523,-0.0273,0.225,1083.7481,0.151402,-384.926168,-384.917284,-384.916339,-384.960347,31.087,-1702.8385428321,-1713.261467322,-1723.337379335,-1583.9023694991,0.28210306
gdb_5256,CCNc1cocn1,7.37598,1.09931,0.97115,1.7048,67.29,-0.1976,0.0143,0.2119,1176.5301,0.131864,-379.948023,-379.940386,-379.939442,-379.980505,27.601,-1556.020262102,-1565.447957318,-1574.33850483,-1449.029977602,0.49107763
gdb_16447,CC12OC1C1CCC21,4.159,1.93125,1.71867,1.7192,70.89,-0.2442,0.0777,0.3219,838.0898,0.153903,-347.751859,-347.744871,-347.743927,-347.782614,27.854,-1730.1339293141,-1741.747238377,-1751.823777899,-1609.305188837,0.27356404
gdb_4341,Cc1cccc(c1)N,3.64637,1.79104,1.21152,1.4831,80.02,-0.1965,0.0109,0.2074,989.8154,0.144109,-326.803152,-326.795503,-326.794559,-326.835564,29.243,-1750.3924298701,-1760.7024027401,-1770.185946257,-1637.236869445,0.5097748
gdb_23667,c1cc(cc(c1)F)F,3.75976,1.76268,1.20006,1.2548,59.14,-0.2475,-0.0136,0.2339,874.174,0.084066,-430.657847,-430.651945,-430.651,-430.687955,23.027,-1342.0302804671,-1348.9931203311,-1355.511056314,-1260.8268508131,0.91765916
gdb_26083,CC(C#C)N1C=CN=C1,3.32697,1.2038,0.99737,3.9242,79.18,-0.2226,0.0253,0.2479,1199.0906,0.136224,-380.868082,-380.859575,-380.858631,-380.901938,31.46,-1738.684366948,-1748.4559370961,-1757.938853104,-1623.685185081,0.6000198
gdb_14552,CC1(CO)C2CCN12,4.04728,1.53234,1.4506,2.4962,70.97,-0.2344,0.0832,0.3176,954.3429,0.165881,-365.013453,-365.005473,-365.004529,-365.045507,30.638,-1745.3397274021,-1757.218472772,-1767.888008299,-1618.332533311,0.7919207
gdb_22724,OCC12CC(=NO)C1N2,4.37803,0.90164,0.81846,0.7251,73.96,-0.2411,0.0002,0.2414,1377.5406,0.135406,-455.048936,-455.040254,-455.03931,-455.082687,32.342,-1578.8201741081,-1588.480675163,-1597.963591171,-1463.243056452,0.8239739
gdb_16050,OC1C2NCC12C#N,3.74564,1.73125,1.43821,4.4787,63.28,-0.2552,0.0091,0.2643,860.0363,0.108567,-378.679479,-378.672606,-378.671662,-378.710481,26.059,-1387.84910512,-1395.979111724,-1403.683667226,-1293.301069072,0.24701007
gdb_18185,C#CC1N=CN2CC12,4.39953,1.86279,1.53749,1.8101,66.67,-0.2526,-0.0075,0.2451,814.5841,0.108035,-341.522007,-341.515436,-341.514492,-341.552682,25.223,-1425.709860635,-1434.0300024661,-1441.734557968,-1331.212652816,0.9614014
gdb_22591,ON=C1CCC(O)CC1,3.58204,0.98063,0.83306,1.3651,78.96,-0.2411,0.0106,0.2517,1381.8525,0.17167,-440.266328,-440.257482,-440.256538,-440.299717,34.34,-1863.497162066,-1875.721037386,-1886.982941409,-1727.944550413,0.53406495
gdb_15027,O=CC(C#C)C1CC1,2.35207,1.84852,1.10637,2.3972,71.65,-0.2489,-0.0297,0.2192,1053.5625,0.127805,-346.560184,-346.551648,-346.550704,-346.594017,30.375,-1610.198761653,-1619.063581296,-1627.954128808,-1504.6724556501,0.6320278
gdb_1214,C(CC(=O)N)C#N,8.73264,1.2013,1.06984,4.8662,54.79,-0.2672,0.0122,0.2794,1001.9371,0.10097,-340.691219,-340.683171,-340.682227,-340.725385,26.468,-1299.064111728,-1305.567615004,-1312.67980201,-1215.628632561,0.9936148
